Funcloc,Alamat1,Alamat2,Alamat3,Alamat4,SiteName
100000048144,"Desa Sidodadi, Kec. Kejuruan Muda",Ds Sidodadi,Kejuruan Muda,ACEH TAMIANG,"Holland, Obrien and Davis"
100000048157,Dusun III Usaha Baru,Ds Muara Ore,Sirandorung,TAPANULI TENGAH,Oliver-Gonzalez
100000048172,Jorong Batang Biyu Nagari Lingkuang Aua,Jorong Batang Biyu Nagari Lingkuang Aua,Pasaman,PASAMAN,"Gutierrez, Freeman and Perez"
100000048185,Jorong kapalo Danau Ateh,Nagari Simpang,Danau Kembar,SOLOK,Perry-Bailey
100000048204,"RT.01, Dusun III Desa Tebat Jaya",Ds Tebat Jaya,Buay Madang,OGAN KOMERING ULU,"Galvan, Newman and Mcguire"
100000048215,"Hara Kuning Desa Hanakau, Kec. Sukau",Ds Hanakau,Sukau,LAMPUNG BARAT,Hopkins LLC
100000048218,Dusun Suko Harjo RT.02/01 Desa Air Petai,Ds Air Petai,Putri Hijau,BENGKULU UTARA,Williams LLC
100000048219,Sidorejo RT.10/02 Desa Sidorejo,Ds Sidorejo,Selagai Lingga,LAMPUNG TENGAH,Roberts Group
100000048220,Dsn 05 RT.01/05 Kota Serai Ds Rengas,Ds Rengas,Bekri,LAMPUNG TENGAH,Shaw Ltd
100000048221,Dusun VII Way Kekah RT.02/04,Ds Terbanggi Besar,Terbanggi Besar,LAMPUNG TENGAH,"Calderon, King and Young"
100000048225,Gg.Padang Tekurung V RT.07/04,Betunga,Selebar,"BENGKULU, KOTA",Dunlap-Hammond
100000048228,Baturaja Kel.Betung Kec.Pematang Sawa,Betung,Pematang Sawa,TANGGAMUS,Kelly Group
100000048238,"JL. Ogan Dusun 4, Desa Bukit Makmur",Ds Bukit Makmur,Pinang Raya,"BENGKULU, KOTA",Lane-Ware
100000048245,Kali Duren Jalan Desa RT.01/03,Ds Sinar Harapan,Kedondong,LAMPUNG SELATAN,Carrillo-Jordan
100000048259,Kp.Pagersari RT.02/06 Desa Cimareme,Ds Cimareme,Banyuresmi,Garut,Perez-Frost
100000048303,RT.27/- Desa Mojokerto Kec.Kedawung,Ds Mojokerto,Kedawung,Sragen,Robles Ltd
100000048311,Juru Tengah Sarwogadung Mirit KEBUMEN,Sarwogadung,Mirit,Kebumen,White-Simmons
100000048314,Desa Gupit Kec.Nguter Kab.Sukoharjo,Ds Gupit,Nguter,Sukoharjo,Curtis Inc
100000048422,Jalan Dusun Batu Menteng Desa Bonto Baji,Ds Bonto Baji,Kajang,BULUKUMBA,Ball PLC
100000048437,Jl.Alaraya Dusun Tanah Eja Desa Manyampa,Ds Manyampa,Ujung Loe,BULUKUMBA,Gonzales-Chaney
100000048440,Desa Tandebura Kec.Watubangga,Ds Tandebura,Watubangga,KOLAKA,Anderson-Jackson
100000048441,Dusun IV Desa Ranojaya Kec.Toari,Ds Ranojaya,Toari,KOLAKA,Smith-Brown
100000048443,Dsn Mattoangin Desa Batang Kec.Bontotiro,Ds Batang,Bontotiro,BULUKUMBA,Hall Ltd
100000048448,"Jln Dusun Bolapringe, Desa Tibona",Ds Tibona,Bulukumba,BULUKUMBA,Wood and Sons
100000048452,Dusun Batua Asang RT.02/01 Desa Singa,Ds Singa,Herlang,BULUKUMBA,Evans LLC
100000048472,Desa Teras Terunjam,Ds Teras Terunjam,Teras Terunjam,MUKO MUKO,"Martinez, Mills and Osborn"
100000048485,Kav.Grand Bunga Lestari RT.01/02,Ds Rancamulya,Pameungpeuk,Bandung,Rogers Inc
100000048516,Jl. Poros Mamuju - Topoyo Dsn Mekarsari,Ds Polo Pangale,Pangale,MAMUJU,"Jackson, Olsen and Hunter"
100000048555,JL. GAMPONG BUGAK KRUENG KEC. JANGKA KAB,bugak krueng,jangka,Bireuen,"Morris, Fry and Taylor"
100000048560,JL.JANGKA ALUE BIE GAMPONG JANGKA ALUE B,jangka alue bie,jangka,Bireuen,Brown and Sons
100000048564,Desa Lheue Rheng Kecamatan Jeunieb Kabup,Lheue Rheng,Jeunieb,Bireuen,"Reyes, Acevedo and Hall"
100000048581,JL. BANDA ACEH  MEDAN KM. 210 KOMPLEKS M,Kpl Mesjid Al-Mukarramah,JEUMPA,Bireuen,Campbell and Sons
100000048657,Pakuan Ratu RT.02 RW.11 Kel.Pakuan Baru,Pakuan Baru,Pakuan Ratu,Way Kanan,Hinton PLC
100000048695,Babakan Pedes Cipanas Sipayung,Babakan Pedes,Cipanas,Lebak,Davidson-Taylor
100000048860,Dusun Nakeleng Desa Lentek Temor Kec. Ga,Lentek Temor,Galis,Bangkalan,"Davis, Dudley and Shelton"
100000048914,Dusun Jeruk Manis Ds Tiyingtali,Ds Tiyingtali,Abang,Karangasem,Carey LLC
100000049030,DESA MEKAR SARI R. 01,Konawe Selatan,Konawe Selatan,KONAWE SELATAN,"Holmes, Hamilton and Simpson"
100000049200,JL.SATE PANCORAN(JL.BERINGINIII)RT.02/02,0,0,Bogor,Willis Inc
100000049296,JL. H. MAWI RAYA RT 05/ 06 DESA WARUJAYA,WARUJAYA,WARUJAYA,Bogor,Lee and Sons
100000049407,Ds. Sumber Rt 06/02 Kec. Kradenan Kab. B,Sumber,Kradenan,Blora,Fisher-Brown
100000049410,Desa Kemantren Kec Kedung Tuban Blora,Kemantren,Kedung Tuban,Blora,Thornton Ltd
100000049490,"Ds Sulahan, Kc Susut, Kb Bangli",Susuhan,Susut,Bangli,Sullivan LLC
100000049516,DESA BAJIMINASA,BAJIMINASA,BAJIMINASA,Bulukumba,Hodges Ltd
100000049601,Dusun Sidomulyo Rt.02 Rw.03 Kel.Sidomukt,Sidomukti,Abung timur,Lampung Utara,Bell Group
100000049868,Ds. Padureso Rt.02/Rw.01 Kec. Padureso K,Padureso,Padureso,Kebumen,Richardson-Floyd
100000049949,Sudimoro Rt.03 Rw.02 Ds. Sudimoro Kec. M,Sudimoro,Megaluh,Jombang,"Sanchez, Allen and Smith"
100000050034,JL. DUSUN II DESA SEI MUKA KEC. TALAWI,Batu Bara,Batu Bara,BATU BARA,Thomas-Singh
100000050123,JL. DSN III DESA GELAM SEI SERIMAH KEC.,GELAM SEI SERIMAH,BANDAR KHALIFAH,Serdang Bedagai,Nelson-Hall
100000050135,JL TALUN KENASPATUMBAK DUSUN II KEL. DES,LANTASAN BARU,LANTASAN BARU,Deli Serdang,Kelly Ltd
100000050160,Jorong korong tabiak kel. Nagari kapau k,Nagari kapau,tilatang kamang agam,Agam,Miller and Sons
100000050163,Simpang kubang jorong kampung iv nagari,koto baru iii jorong,Baso agam,Agam,Cook-Saunders
100000050287,Jl. Kaliasin Pangulah Baru Kc Kota Baru,Pangulah Baru,Kota Baru,Karawang,Daniels-Gardner
100000050372,Desa Winong Rt01 Rw01 Kec Mirit Kab Kebu,Winong,Mirit,Kebumen,Ramirez Inc
100000050500,JL. MOME DESA/,Bolaang Mongondow Utara,Bolaang Mongondow Utara,BOLAANG MONGONDOW UTARA,Fisher PLC
100000050512,JALAN TRANS SULAWESI DESA AYONG,Bolaang Mongondow,Bolaang Mongondow,BOLAANG MONGONDOW,Ruiz and Sons
100000050535,DUSUN JEUMPA KEL. ALUE PINEUNG KEC. LANG,ALUE PINEUN,LANGSA TIMUR,"Langsa, Kota","Bell, Ballard and Jones"
100000050543,JL. TGK BANTA AHMAT LORONG TEUPIN PADANG,lhok jok,kuta makmur,Aceh Utara,Love LLC
100000050550,JL. RAYA MEDAN  BANDA ACEH KM.269.5 DESA,BLANG PADNYANG,MUARA DUA ACEH UTARA,"Lhokseumawe, Kota",Richardson and Sons
100000050557,JL. SEUNEUDON  ULEE RUBEK GAMPONG MANE K,mane kawan,seunuddon,Aceh Utara,Gould and Sons
100000050571,LORONG CEMPAKA DESA LANGUNG KEC. MEUREUB,LANGUN,MEUREUBO,Aceh Barat,"Roberson, Diaz and Strickland"
100000050612,Dusun K.Harun Gampong Lamkunyet Kecamata,K. Harun,Darul Kamal,Aceh Besar,Baker Group
100000050631,Jl. Adam malik no.17a jorong ambacang an,0,0,Pasaman,"Mccall, Walton and Gilbert"
100000050700,Jl. Pasar Tanah Tumbuh RT.04 RT.02 Simpa,Tanah Tumbuh,Tanah Tumbuh,Bungo,Young-Winters
100000050736,Jl.Desa Gajah Mati Kec.Pondok Suguh Kab.,Gajah Mati,Pondok Suguh,Muko muko,Hunt-Clark
100000050738,Jalan Tambora RT04 RW01Desa Sumber Mulya,Sumber Mulya,Pelepat Ilir,Bungo,Anderson PLC
100000050764,Pekon Pardasuka Dusun Siging RT/RW.01/01,siging,bengkunat,Lampung Barat,Savage Ltd
100000050778,Jl.Tanjung Aur Desa Tanjung Aur,Ds Tanjung Aur,Manna,BENGKULU SELATAN,"Cox, Todd and Burns"
100000050832,JL. RAYA BLAWI RT01 RW03 KARANGBINANGUN,blawi,karangbinangun,Lamongan,"Garcia, Kelly and Riggs"
100000050880,Dsn Sugih Waras RT/RW 20/06 Ds Sugih War,Sugih Waras,Saradan,Madiun,Sanchez PLC
100000050920,JL.KOLAM KIRI RT 10 RW 2 DESA BARAMBAI K,BARAMBAI KOLAM KIRI,BARAMBAI KOLAM KIRI,Barito Kuala,Joseph LLC
100000050929,RT. 01 RW.01  JL. KARYA DESA MUARAHALAYU,MUARAHALAYUNG,MUARAHALAYUNG,Banjar,"Kim, Taylor and King"
100000050993,JL.DESA HUNDOHON,Banggai,Banggai,BANGGAI,"Cole, Adams and Murphy"
100000051023,JL. HUTA PADANG DESA JURING LOMBANG KEC.,JURING LOMBANG,ANGKOLA JULU,"Padang Sidempuan, Kota","Brown, Ruiz and Christian"
100000051033,JL. LINTAS RIAU PADANG RUMBAU DESA AEK T,AEK TINGA,SOSA,Padang Lawas,Blake-Spears
100000051208,Jl. Trans Sumatera Desa Tangsi Lontar Ke,Tangsi Lontar,Pengandonan,Ogan Komering Ulu,Michael-Richardson
100000051210,Desa Lubuk Rukam Kec.Peninjauan Kab.OKU,Lubuk Rukam,Peninjauan,Ogan Komering Ulu,Malone-Allen
100000051215,Jl.DI Panjaitan No.424 Rt.01 RW.04 Desa,Sukaraja,Baturaja Timur,Ogan Komering Ulu,"Robles, Walsh and Davis"
100000051306,Dusun Dampit Rt 02 Rw 01 Desa Sumur Kec,Sumur,Celua,Pati,Johnson-Rose
100000051423,JL.PENGHUBUNG RT 04,Tanah Laut,Tanah Laut,TANAH LAUT,"Phillips, Flowers and David"
100000051425,"Pegatan Besar, Takisung, Tanah Laut",Pegatan Besar,Takisung,Tanah Laut,Armstrong-Smith
100000051505,DUSUN MUHAJIRIN DESA/,muhajirin,muhajirin,Luwu,Johnson LLC
100000051538,JL. DRIEN BUNGONG KEC. BANDAR DUA KAB.PI,drien bungong,bandar dua,Pidie Jaya,Baldwin LLC
100000051546,Desa Mesjid Peudeue Kecamatan Trienggade,Mesjid Peudeue,Trienggadeng,Pidie Jaya,Contreras-Clarke
100000051550,DUSUN I DESA LAE RAMBONG KEC. SILIMA PUN,LAE RAMBON,SILIMA PUNGGAPUNGGA,Dairi,Edwards LLC
100000051580,JL. MERDEKA GG. DAMAI LINGKUNGAN VI KEL.,KAYU DJAT,PENYABUNGAN KOTA,Mandailing Natal,"Nichols, Russo and Tran"
100000051591,Jl. Nanggalo jorong pasar nagari surian,surian,Pantai cermin,Solok,"Hartman, Johnson and Farmer"
100000051594,Jorong pasar simpang nagari pasar simpan,pasar simpang,danau kembar solok,Solok,"Tate, Hampton and Smith"
100000051595,Jorong kapuh nagari sumani kec.x koto si,sumani,x koto singkarak solok,Solok,"Wood, Sanchez and Roy"
100000051710,Dusun Pasir Gedong Rt.04 Rw.03 Kel.Bente,Benteng Sari,Jabung,Lampung Timur,Johnson and Sons
100000051763,JL. RAYA SAGARANTEN KAMPUNG TUGU RT 03/R,0,0,Sukabumi,"Johnson, Anderson and Rivera"
100000051781,DESA CIBITUNG,CIBITUNG,CIBITUNG,Sukabumi,Hansen-Brown
100000051813,Jl Pungkuran Kec Banyumas Kab Banyumas,sudagaran,Banyumas,Banyumas,Bennett-Williams
100000051877,Dusun Sambibulu RT22 RW04 Desa Sambiroto,Sambiroto,Taman,Sidoarjo,"Bennett, Murillo and Smith"
100000051893,Jl.SrikandiDsn.TukadpuleRT.07Ds.Sanggala,Sanggalangit,Gerokga,Buleleng,"Sullivan, Saunders and Gomez"
100000051959,JL RAYA BEDUAI,Sanggau,Sanggau,SANGGAU,"Guerra, Cook and Price"
100000052030,JL. BUR JANGKAR KEL.UMAHOPAT KAMPUNG MON,UMAHOPAT KAMPUNG MONGA,BEBESAN,Aceh Tengah,Allen LLC
100000052512,JL. RAYA TARUTUNG  SIPIROK,Ds Simangumban,Simangumban,TAPANULI UTARA,Cross-Leonard
100000052613,Kokap,Ds Hargo Wilis,Kokap,KULON PROGO,"Smith, White and Moran"
100000052658,DUSUN GANRA RT 01 RW01,Ds Ganra,Ganra,SOPPENG,Dickerson and Sons
100000052687,Gunung Bango RT.02/06 Kel.Cipawitra,Cipawitra,Mangkubumi,Tasikmalaya,"Peterson, Sheppard and Moore"
100000052711,RK.2 RT.01/02 Desa Bumi Jaya,Ds Bumi Jaya,Abung Timur,LAMPUNG UTARA,Proctor and Sons
100000052774,Sampakang Dusun Salobatu Desa Kanaungan,Ds Kanaungan,Labakkang,PANGKAJENE,"Garrison, Williams and Gibbs"
100000052829,RT4/RW10 Titisan Sukalarang Sukabumi,Titisan,Sukalarang,Sukabumi,Phillips-Alvarado
100000052835,Dsn Jumbleng RT.08/03 Desa Sigayam,Ds Sigayam,Wonotunggal,BATANG,Grimes-Wilcox
100000052838,Desa Triwidadi RT.02,Ds Triwidadi,Pajangan,BANTUL,Bartlett Ltd
100000052894,Lambuya Mutaha Desa Mokaleleo,Ds Mokaleleo,Puriala,KONAWE,"Rogers, Johnson and Bautista"
100000052952,RT.02/01 Desa Masabewa Kec.Paga,Ds Masabewa,Paga,Sikka,"Phillips, Spencer and Tucker"
100000052958,Jl.Inspeksi Kp.Sipon RT.4/9 Desa Karacak,Ds Karacak,Leuwiliang,Bogor,"Floyd, Hester and Davis"
100000052977,PT.Gemilang Sejahtera Abadi Desa Melan,Ds Melan,Long Mesangat,Kutai Timur,Ramsey and Sons
100000052979,Jl.Yos Sudarso RT.04,Ds Mandu Dalam Pantai Sejahtera,Sangkulirang,Kutai Timur,Murray and Sons
100000053046,JL.PAMAYARAN SENTUL RT.12/02,Kp Kedung Cinde,Cikeusal,Serang,"Moore, Parrish and Edwards"
100000053059,Dusun Huta Sanggar Desa Pangambatan,Ds Pangambatan,Merek,Karo,Hamilton Inc
100000053101,RT.02/02 Desa Parang Kec.Karimujawa,Ds Parang,Karimunjawa,Jepara,Golden-Walls
100000053107,RT.08/01 Desa Payaman Kec.Mejobo,Ds Payaman,Mejobo,Kudus,"Gonzalez, Simon and Todd"
100000053126,Desa Tanjung Kec.Rusip Antara,Ds Tanjung,Rusip Antara,Aceh Tengah,Ford-Diaz
100000053383,Kebayanan 2 Sidoharjo Sragen,Kebayanan 2,Sidoharjo,Sragen,"Stone, Walker and Jenkins"
100000053384,RT.02/12 Desa Kaliwuluh Kec.Kebakkramat,Ds Kaliwuluh,Kebakkramat,Karanganyar,Salas and Sons
100000053385,"Tenggak, Sidoharjo, Sragen Jawa Tengah",Tenggak,Sidoharjo,Sragen,Davis-Gonzales
100000053387,Jl. Cilik Riwut Gg.Sabri RT.40 RW.07,Baamang Tengah,Kecamatan Baamang,Kotawaringin Timur,Young and Sons
100000053390,Desa Sampali Kec.Percut Sei Tuan,Ds Sampali,Percut Sei Tuan,Deli Serdang,Moore Inc
100000053403,Kp.Ciawi RT.6/2 Desa Ciawi Kec.Wanayasa,Ds Ciawi,Wanayasa,Purwakarta,Hoffman-Mitchell
100000053406,Jl.Masjid Pejambon Kec.Sumberejo,Pejambon,Sumberejo,Bojonegoro,Nguyen PLC
100000053409,"Bendo, Baosan Kidul, Ngrayun, Ponorogo",Basoan Kidul,Ngrayun,Ponorogo,Mccarthy-Fernandez
100000053417,Dusun Bungorum Desa Salur Latun,Ds Salur Latun,Telupah Barat,Simeulue,"Flynn, Martinez and Avery"
100000053421,Jl.Lingkar Simeulue Dusun Balubuk,Ds Salur Latun,Simeulue Barat,Simeulue,"Cline, Barron and Tran"
100000053422,Dusun Wilabon Desa Salur Lasengalu,Ds Salur Lasengalu,Telupah Barat,Simeulue,Jordan Group
100000053430,Desa Taturan Kec.Gemeh,Ds Taturan,Gemeh,Kepulauan Talaud,Allen-Mitchell
100000053431,Desa Essang Selatan Kec.Essang,Ds Essang Selatan,Essang,Kepulauan Talaud,Hawkins LLC
100000053433,Jl.Topaku RT.09 Dusun 01 Desa Peura,Ds Peura,Pamona Pusalemba,Poso,"Mason, Jones and Brown"
100000053435,Jl.Anggrek Desa Larompana Kec.Wiwirano,Ds Larompana,Wiwirano,Konawe Utara,"Watson, Gordon and Williams"
100000053437,Desa Limau RT.04/02 Kec.Galela Utara,Ds Limau,Galela Utara,Halmahera Utara,Thomas Group
100000053438,Sepang RT.0/0 Desa Mesakada Kec.Mehalaan,Ds Mesakada,Mehalaan,Mamasa,Morris-Martin
100000053442,Desa Bontomalling Kec.Pasimasunggu,Ds Bontomalling,Pasimasunggu,Kepulauan Selayar,"Gardner, Carter and Jenkins"
100000053445,RT.01/01 Desa Pulau Tengah,Ds Pulau Tengah,Menui,Morowali,Cross PLC
100000053446,Jl.Kabupaten RT.06 Dusun 1 Desa Maholo,Ds Maholo,Lore Timur,Poso,Johnson Group
100000053448,Desa Padei Laut Kec.Menul Kepulauan,Ds Padei Laut,Menul Kepulauan,Morowali,Santiago PLC
100000053453,Kampung Saray RT.01/00 Distrik Sidey,Kp Saray,Distrik Sidey,Manokwari,Walker PLC
100000053454,Kp Hang Houw RT.-/- Distrik Tanah Rubuh,Kp Hang Houw,Distrik Tanah Rubuh,Manokwari,"Carter, Santos and Davis"
100000053458,Jl.Raya Pesisir Timur Ohoi Elaar Ngursoi,Ohoi Elaar Ngursoin,Kei Kecil Timur Selatan,Maluku Tenggara,"Newman, Rogers and Zimmerman"
100000053461,Jl.Ohoi UF Desa Ohoiseb,Ds Ohoiseb,Kei Kecil Timur Selatan,Maluku Tenggara,Cruz-Williams
100000053469,Jl.Poros Lamonea Utama RT.02/02,Ds Lamonea,Wiwirano,Konawe Utara,Harrison and Sons
100000053484,Desa Lisuan Ada Kec.Sesena Padang,Ds Lisuan Ada,Sesena Padang,Mamasa,"Curry, Combs and Martin"
100000053494,"Rantau Asem, Katingan Tengah, Katingan",Rantau Asem,Katingan Tengah,Katingan,"Finley, Hunt and Russell"
100000053496,Mangunang Seberang RT.02/01 Kec.Haruyan,Mangunang Seberang,Haruyan,Hulu Sungai Tengah,Gonzales Ltd
100000053498,Jl.Cenaka Burai RT.02 Desa Karang Besi,Ds Karang Besi,Belantikan Raya,Lamandau,Williams Ltd
100000053499,Jl.Poros RT.01/04 Desa Batu Bango,Ds Batu Bango,Katingan Hulu,Katingan,"Oneal, Schultz and Ramsey"
100000053500,Jl.Raya Ambarawa Dsn.Setia Jaya RT.03/02,Ds Ambarawa,Batu Ampar,Kubu Raya,Travis Inc
100000053505,Jl.Mentialink RT.01 Kampung Suakong,Kp Suakong,Bentian Besar,Kutai Barat,"Bolton, Jones and Lozano"
100000053507,Desa Lahei Mangkutup Kec.Mantangai,Ds Lahei Mangkutup,Mantangai,Kapuas,"Hall, Miller and Carpenter"
100000053508,Jl.Trans Kalimantan RT.02 Kp.Sambung,Kp Sambung,Bentian Besar,Kutai Barat,Burns and Sons
100000053569,JL. BANDA ACEH MEDAN DESA MEUCAT,MEUCAT,MEUCAT,ACEH UTARA,"Gillespie, Tapia and Hernandez"
100000053928,Dsn Ngelirang RT 01 RW 01 Desa Cerme Kec,Ngelirang,Pace,NGANJUK,Hill and Sons
100000054020,JL. RAYA PADANG SIDIMPUAN DESA SIMATORKI,Simatorkis,Simatorkis,TAPANULI SELATAN,Hayes-Duncan
100000054145,Dusun IV RT.10 RW.04 Kel. Karya Tani Kec,Karya Tani,Labuhan Maringgai,LAMPUNG TIMUR,Schultz Ltd
100000054391,Dusun Pakebo Kel.Oro-Oro Kulon Kec.Remba,Oro-Oro Kulon,Rembang,PASURUAN,Newman Ltd
100000054722,Dsn. Citalem RT. 19 RW. 06 Desa Margajay,Margajaya,Pamarican,CIAMIS,Olson-Chaney
100000054893,JL.SINTANG-NANGA PINOH DSN KAJANG RT01/0,GURUNG KEMPADIK,GURUNG KEMPADIK,SINTANG,Chandler PLC
100000054920,Pasir Lamba Toili Barat Banggai Sulawesi,pasir lamba,toili barat,BANGGAI,Acosta LLC
100000054935,Latowu Batu Putih Kolaka Utara Sulawesi,latowu batuh putih,kolaka utara,KOLAKA UTARA,"Campbell, Winters and Brooks"
100000054939,JL BALOLI DUSUN 1 RT 2 DESA PANDERE,Pandere,Pandere,SIGI,"Ibarra, Cross and Tucker"
100000055018,JL. SIPIROK KM. 18 DESA LONTUNG DOLOK/DE,Lontung Dolok,Lontung Dolok,TAPANULI UTARA,Young and Sons
100000055049,MENASA PUPU,0,0,PIDIE JAYA,Sandoval-Archer
100000055291,RT.01/04  Sindurejo Toroh GROBOGAN,Sindurejo,Toroh,Grobogan,Palmer Group
100000055408,JL. KARYA BAKTI. MELIAU KAB.SANGGAU,melobok,meliau,SANGGAU,Conner PLC
100000055508,Taman Rahayu RT.02/04 Desa Taman Rahayu,Ds Taman Rahayu,Setu,Bekasi,"Dunn, Jensen and Dalton"
100000055512,Kp.Cinyosog RT.01/05 Desa Burangkeng,Ds Burangkeng,Setu,Bekasi,"Tyler, Lewis and Martin"
100000055521,Kp.Sumurwangi RT.04/09 Kel.Kayumanis,Kayumanis,Tanah Sareal,Bogor,Anthony PLC
100000055528,Kp.Cukang Galeuh Ds Cihrang Pndok RT.5/5,Ds Ciherang Pondok,Caringin,Bogor,"Banks, Johnson and Mckenzie"
100000055530,Kp.Pasirhuni RT.02/06 Desa Sindangsari,Ds Sindangsari,Bojongasih,Tasikmalaya,Mays-Olson
100000055532,Dusun Cibelah RT.06/03 Desa Sidamulya,Ds Sidamulya,Cisaga,Ciamis,Koch-Gamble
100000055538,Dusun Tanjung RT.21/04 Desa Tanjungsari,Ds Tanjungsari,Banjaranyar,Ciamis,"Gill, Parker and Fleming"
100000055541,Blok Bojong Seler RT.08/04,Ds Randegan Wetan,Jatitujuh,Majalengka,Simpson Group
100000055542,Kp.Naringgul RT.01/03 Desa Naringgul,Ds Naringgul,Naringgul,Cianjur,Greene Inc
100000055543,Dusun Jayasari RT.03/06 Desa Jayasari,Ds Jayasari,Langkaplancar,Pangandaran,"Spencer, Carter and White"
100000055544,Kp.Pasirmuncang RT.16/06 Desa Jatijaya,Ds Jatijaya,Gunung Tanjung,Tasikmalaya,Norris LLC
100000055546,Kp.Babakan Kiara RT.04/07,Ds Karangsari,Pakenjeng,Garut,Martinez-Herrera
100000055548,Kp.Mekarsari RT.10/05 Desa Mekarsari,Ds Mekarsari,Pancatengah,Tasikmalaya,Smith-Ferguson
100000055549,Kp.Margaluyu 1 RT.01/01 Desa Margaluyu,Ds Margaluyu,Tanggeung,Cianjur,Anderson-Cruz
100000055550,Dusun Cigintung RT.20/08 Desa Maparah,Ds Maparah,Panjalu,Ciamis,"Johnston, Edwards and Cole"
100000055551,Desa Pangkalan RT.02/01 Desa Pangkalan,Ds Pangkalan,Losarang,Indramayu,"Taylor, Floyd and Davis"
100000055552,Dusun Muara Tiga RT.05/02 Desa Kersaratu,Ds Kersaratu,Sidamulih,Pangandaran,Harris-Sutton
100000055553,Kp.Jatisari RT.01/01 Ds Jatisari,Ds Jatisari,Sindangbarang,Cianjur,"Reed, Knox and White"
100000055554,Kp.Cimanggu RT.01/03 Ds.Waringin Sari,Ds Waringin Sari,Takokak,Cianjur,Smith Inc
100000055555,Komp.Argasoka RT.03/03 Desa Sukamaju,Ds Sukamaju,Cibingbin,Kuningan,Brooks Ltd
100000055556,Kp.Kubangjaya RT.05/05 Ds.Cipaganti,Ds Cipaganti,Cisurupan,Garut,Evans-Pineda
100000055557,Kp.Kudadepa RT.02/01 Desa Kudadepa,Ds Kudapepa,Sukahening,Tasikmalaya,Ramirez-Smith
100000055559,Blok Pertamina RT.03/01 Desa Sukadadi,Ds Sukadadi,Arahan,Indramayu,"Santiago, Sanders and Lambert"
100000055560,Dusun Rawajolang RT.03/10 Desa Sukahaji,Ds Sukahaji,Ciasem,Subang,"Hubbard, Ramirez and Curtis"
100000055562,Dusun Krajan RT.02/01 Desa Legonwetan,Ds Legonwetan,Legonkulon,Subang,Park Ltd
100000055563,Kp.Pondok Saluyu RT.01/03 Desa Jayamekar,Ds Jayamekar,Pakenjeng,Garut,"Scott, Vance and Walls"
100000055565,Kp.Cilandak RT.03/02 Desa Cinunjang,Ds Cinunjang,Gunung Tanjung,Tasikmalaya,"Lewis, Wilson and Miller"
100000055566,Kp.Rancabolang RT.03/07 Desa Karangwangi,Ds Karangwangi,Mekarmukti,Garut,Alvarez Inc
100000055568,Dusun Cintamukti RT.08/03 Desa Sukamulya,Ds Sukamulya,Langkaplancar,Pangandaran,Long-Green
100000055569,Kp.Ciawitali RT.04/01 Desa Mekarsari,Ds Mekarsari,Naringgul,Cianjur,Mitchell-Baldwin
100000055570,Kp.Citomo RT.04/05 Desa Panyindangan,Ds Panyindangan,Cisompet,Garut,Ortiz-Stone
100000055573,Kampung Pasirlengka RT.03/08  Ds Sukakar,Ds Sukakarya,Sukanagara,Cianjur,Villanueva Group
100000055766,DUSUN III DESA KEPAYANG,Kepayang,Kepayang,OGAN KOMERING ULU,"Wallace, Wolf and Smith"
100000055912,DUSUN PAJATEN III RT 03 RW 04,Pajaten,Pajaten,KARAWANG,Hardy Group
100000056105,JL. DESA MEUREUBO,meureubo,meureubo,ACEH BARAT,"Bass, Sullivan and Fry"
100000056214,SAMBIREJO RT01 RW05 DS TEPISARI,tepisari,tepisari,SUKOHARJO,Lopez-Bailey
100000056255,DS PLAOSAN RT/RW 11/02,plaosan,plaosan,MAGETAN,Johnson-Franklin
100000056277,DS BENDIL JATI WETAN RT/RW 01/01,Ds bendil jati,Ds bendil jati,TULUNGAGUNG,"Ford, Warren and Oliver"
100000056408,Propinsi Kalimantan SelatanKabupaten Bar,Jelapat II,Mekarsari,BARITO KUALA,Aguilar-Mosley
100000056591,Lumban Barat Desa Lumban Barat Kecamatan,Ds Lumban Barat,Paranginan,HUMBANG HASUNDUTAN,"Fuentes, Boone and James"
100000056817,"BEKASI, KOTA","BEKASI, KOTA","BEKASI, KOTA","BEKASI, KOTA",Brown Group
100000056985,Putri Kabunan RT002 RW004 Desa Ngemboh K,Ngemboh,Ujung Pangkah,GRESIK,Alexander-Stafford
100000057095,JALAN JAMIN GINTING,JALAN JAMIN GINTING,berastagi,KARO,Perkins LLC
100000057097,JL. MEDAN BANDA ACEH - Simpang Glee Kapa,Gampong Raya Dagang,Peusangan,BIREUEN,Patel LLC
100000057185,PAYUNG BATU RT.06/02,Payung Batu,Pubian,LAMPUNG TENGAH,Osborn Group
100000057204,Desa Perbo Kel.Perbo Kec.Kerkap,lubuk jale,kerkap,Bengkulu Utara,Chan Inc
100000057223,KUALA SEKMAPUNG Desa Kuala Kampung,Ds Kuala Kampung,Sragi,LAMPUNG SELATAN,Ortega-Pittman
100000057580,"Bangoan, Sumursongo, Karas, Magetan",sumur songo,karas,magetan,Morton Inc
100000057597,Desa Arul Kumer Timur Kec.Silih Nara,Ds Arul Kumer Timur,Silih Nara,Aceh Tengah,Harris Group
100000057598,Desa Riweuk Kec.Sakti Kab.Pidie,Ds Riweuk,Sakti,Pidie,Howard-Morris
